Id,First Emotion,Second Emotion,Third Emotion,anger,contempt,disgust,fear,disappointment,shame,regret,sadness,compassion,relief,admiration,love,contentment,joy,pride,amusement,interest
710,,,,4,0,3,1,4,4,1,2,2,3,4,0,2,1,0,3,2
711,,,,1,2,1,4,4,4,4,4,2,1,1,1,0,2,4,2,0
712,,,,3,3,1,4,0,1,0,2,3,1,0,1,1,4,3,1,0
713,,,,1,3,4,0,0,4,0,0,2,0,3,3,0,1,0,2,4
714,,,,2,3,3,0,4,3,3,0,1,4,3,0,3,1,4,3,0
715,,,,3,0,4,1,1,0,3,4,2,3,2,4,4,2,1,1,1
716,,,,4,4,1,3,0,3,3,0,2,3,2,0,3,2,2,1,0
717,,,,2,1,0,3,1,3,4,1,2,1,0,1,3,4,1,0,3
718,,,,1,2,1,1,4,2,1,4,4,3,3,1,2,1,2,3,0
719,,,,4,0,2,3,0,2,3,2,0,3,0,3,3,4,2,0,2
720,,,,3,4,3,1,1,0,2,1,3,4,3,0,3,4,3,2,2
721,,,,4,3,0,1,4,1,1,4,0,3,1,1,1,4,3,3,3
722,,,,2,2,3,3,2,3,2,2,2,4,3,2,3,1,3,2,1
723,,,,4,1,1,1,3,3,0,1,4,4,4,3,2,3,1,2,3
724,,,,3,2,4,1,3,2,4,3,0,1,3,3,1,0,3,1,3
725,,,,4,0,2,3,0,0,1,0,1,3,2,1,3,0,4,0,4
726,,,,3,1,0,2,3,4,1,1,0,3,3,0,2,0,1,1,2
727,,,,3,3,3,4,2,0,3,4,3,4,3,1,3,4,4,0,2
728,,,,0,3,1,0,1,2,2,3,0,3,2,1,3,2,3,2,2
729,,,,2,2,3,4,4,3,3,4,1,3,3,2,3,1,3,3,1
730,,,,1,3,0,0,2,2,0,3,3,4,1,2,4,2,0,2,4
731,,,,0,4,2,3,1,0,3,3,1,3,1,3,2,0,1,1,0
732,,,,1,3,2,2,2,1,1,3,0,1,4,1,2,4,3,1,3
733,,,,3,4,2,4,0,1,4,3,3,0,2,0,0,1,1,3,1
734,,,,2,2,2,0,4,4,1,2,3,1,4,2,1,1,2,1,4
735,,,,4,0,4,4,0,2,1,2,1,1,1,2,3,4,1,0,2
736,,,,0,4,4,2,4,4,1,0,2,4,2,4,1,0,0,4,1
737,,,,0,0,1,3,1,3,0,1,1,1,2,4,0,4,4,1,4
738,,,,0,1,2,3,3,3,0,0,4,4,0,3,0,2,3,0,4
739,,,,0,2,3,1,3,3,4,2,4,3,0,2,3,3,0,3,0
740,,,,3,1,3,4,4,0,4,4,1,2,4,0,4,3,2,0,1
741,,,,2,0,0,2,3,1,2,3,1,0,1,1,3,3,4,3,1
742,,,,4,2,2,1,2,2,4,2,4,2,3,2,4,3,3,3,0
743,,,,1,0,0,3,0,3,0,3,0,0,2,1,1,2,2,1,4
744,,,,0,1,3,4,3,0,3,0,2,0,2,4,4,1,4,4,4
745,,,,2,2,1,4,2,2,3,2,2,1,4,4,0,1,2,3,4
746,,,,2,2,1,1,2,2,2,1,1,1,3,1,1,2,2,0,2
747,,,,4,1,0,3,2,3,3,1,4,0,1,3,0,2,3,0,1
748,,,,2,3,0,1,1,0,2,0,0,3,0,3,2,3,3,1,4
749,,,,4,0,1,4,4,2,4,4,2,4,1,0,4,3,1,1,2
750,,,,4,0,2,0,4,0,1,4,4,1,2,1,2,2,1,2,0
751,,,,1,0,0,2,3,2,2,1,3,1,0,4,2,4,2,0,1
752,,,,0,4,3,3,2,3,2,2,0,1,0,1,4,1,4,0,2
753,,,,1,3,4,2,1,3,3,1,4,1,2,1,2,4,1,4,3
754,,,,4,3,0,3,0,1,4,0,2,2,3,1,3,3,1,4,1
755,,,,4,4,4,1,4,0,1,0,2,1,2,3,3,4,1,0,1
756,,,,4,2,0,2,2,2,1,2,0,4,0,1,3,4,3,0,3
757,,,,1,4,2,4,2,0,2,1,2,1,1,0,4,4,4,3,1
758,,,,3,0,1,0,3,1,4,0,2,3,2,1,1,1,3,1,3
759,,,,3,0,0,3,1,3,4,2,4,3,0,0,1,2,1,4,1
760,,,,3,1,1,0,0,1,1,3,1,0,3,0,3,1,0,4,3
761,,,,3,2,3,1,1,0,0,4,1,1,0,1,2,2,0,2,4
762,,,,1,3,4,2,2,4,0,1,1,1,1,0,0,2,3,1,1
763,,,,4,3,3,2,2,3,0,1,3,3,3,2,4,3,0,0,0
764,,,,4,2,3,0,0,3,1,2,3,4,0,3,1,4,2,1,1
765,,,,1,1,0,4,1,0,1,2,4,3,3,1,0,4,1,1,3
766,,,,2,0,1,1,3,3,3,3,0,4,2,3,4,0,4,3,1
767,,,,0,4,1,1,2,1,4,2,0,3,3,4,1,1,4,2,1
768,,,,0,3,3,3,0,4,2,2,1,1,1,1,2,1,1,4,1
769,,,,4,3,1,4,4,0,2,0,0,2,3,2,2,4,1,2,4
770,,,,3,3,0,0,3,3,4,2,0,4,1,2,2,0,3,0,3
771,,,,2,3,1,0,0,4,4,2,3,0,0,1,0,3,4,0,0
772,,,,2,3,4,3,3,2,2,3,4,1,0,0,2,4,4,3,3
773,,,,0,0,3,4,4,2,2,2,0,4,1,4,2,2,1,2,4
774,,,,1,3,0,1,0,0,0,1,2,2,4,4,3,4,4,3,3
775,,,,2,1,2,4,4,0,2,1,1,3,1,4,3,1,3,4,3
776,,,,4,0,3,3,1,3,4,0,0,0,3,4,0,2,3,4,0
777,,,,4,1,4,3,2,0,3,1,2,2,4,1,4,0,1,2,2
778,,,,3,1,0,4,0,1,3,3,1,0,2,1,0,1,0,0,3
779,,,,3,4,4,1,0,2,3,0,3,4,4,0,4,3,2,3,0
780,,,,3,1,1,2,0,4,3,2,2,1,3,0,4,0,4,1,0
781,,,,1,0,1,3,4,2,1,1,2,4,1,2,4,1,0,3,4
782,,,,4,3,3,4,0,4,3,3,4,1,0,1,0,4,0,2,4
783,,,,2,0,1,3,2,4,0,1,0,1,1,3,4,2,1,2,2
784,,,,3,4,4,1,3,2,3,0,0,0,2,2,2,2,2,3,4
785,,,,2,3,1,3,4,3,1,0,1,1,0,3,4,3,0,4,4
786,,,,3,2,0,2,3,0,4,2,4,1,4,0,2,0,3,1,2
787,,,,3,3,3,4,0,1,0,2,4,4,3,0,1,0,4,0,1
788,,,,1,3,3,2,3,3,2,1,0,0,0,1,1,0,2,2,4
789,,,,3,3,3,4,2,4,3,2,1,2,0,0,1,1,3,3,2
790,,,,1,4,2,3,2,0,1,2,0,3,1,3,4,2,2,4,3
791,,,,4,1,1,3,3,2,3,3,1,0,4,0,0,2,3,4,0
792,,,,4,2,4,1,4,4,4,2,3,4,1,4,3,3,4,1,4
793,,,,0,4,2,3,3,2,3,1,2,2,0,2,2,2,0,1,2
794,,,,3,4,1,3,3,0,4,3,0,3,4,0,3,2,4,3,3
795,,,,3,3,4,0,1,1,2,3,0,2,0,4,1,2,3,0,2
796,,,,1,0,1,0,0,4,4,0,1,4,4,0,2,1,1,4,3
797,,,,3,4,4,4,4,4,3,0,1,2,0,2,4,3,1,3,1
798,,,,3,2,1,4,1,4,2,0,3,4,4,4,1,2,2,4,4
799,,,,2,3,0,3,3,0,0,3,3,1,0,2,2,2,1,2,4
800,,,,0,3,2,0,3,4,4,3,0,0,3,4,4,3,4,3,2
801,,,,2,4,4,2,2,0,2,1,1,4,4,0,1,3,3,2,1
802,,,,3,2,3,2,2,3,4,2,4,3,1,0,0,0,0,4,3
803,,,,1,0,4,2,0,4,1,0,3,3,2,0,1,2,3,4,1
804,,,,4,3,1,3,0,4,2,2,4,4,3,3,0,2,0,1,1
805,,,,4,2,2,3,2,2,2,3,2,1,2,0,4,2,3,2,3
806,,,,4,2,2,1,1,0,0,3,3,0,0,2,1,3,0,2,4
807,,,,4,1,1,3,0,0,2,4,4,4,0,4,1,1,1,4,1
808,,,,3,0,3,1,3,0,4,3,0,1,4,1,4,4,1,1,1
809,,,,0,4,1,0,0,0,2,2,2,4,1,2,1,3,2,1,4
810,,,,4,4,4,2,2,1,2,3,0,3,0,2,3,0,2,3,0
811,,,,1,2,2,2,4,0,4,3,1,1,3,2,4,0,1,0,4
812,,,,3,3,3,2,4,3,1,1,2,0,1,2,2,4,4,4,3
813,,,,1,1,1,2,1,3,2,0,4,1,1,2,2,2,1,3,1
814,,,,0,1,4,1,1,2,2,4,1,0,4,4,4,0,2,3,3
815,,,,2,2,4,1,0,3,3,0,3,3,3,2,0,1,4,3,1
816,,,,0,3,0,1,2,1,1,0,4,3,2,0,0,3,3,3,0
817,,,,1,4,1,3,1,1,1,4,3,0,1,4,1,1,0,2,4
818,,,,0,0,0,4,2,1,0,3,3,3,3,0,4,0,2,3,3
819,,,,1,3,3,0,4,2,2,1,1,3,0,3,3,0,1,3,3
820,,,,3,1,4,4,2,4,1,2,3,0,0,2,1,1,2,4,0
821,,,,4,2,1,0,2,1,4,2,1,1,4,0,4,0,3,1,1
822,,,,3,4,2,0,0,0,1,2,4,2,2,3,2,1,0,2,4
823,,,,4,3,1,3,2,2,2,3,4,2,0,4,4,0,3,4,2
824,,,,4,2,3,1,0,1,0,1,1,1,3,1,2,3,1,3,0
825,,,,2,4,4,1,2,0,3,0,1,2,1,1,3,3,2,0,1
826,,,,2,4,2,0,2,4,0,3,0,0,3,2,2,1,3,3,1
827,,,,0,4,4,0,1,3,2,2,3,3,3,3,3,0,0,0,3
828,,,,3,0,4,2,2,2,1,2,2,4,0,1,3,1,2,1,3
829,,,,3,4,4,4,0,4,2,2,2,2,0,4,1,2,1,3,2
830,,,,2,2,4,2,3,1,3,3,3,4,3,3,4,3,2,4,4
831,,,,3,1,4,4,4,0,2,0,2,1,1,4,1,2,1,0,0
832,,,,2,4,3,4,4,2,0,4,4,2,1,0,0,1,0,2,0
833,,,,4,4,0,0,1,0,1,1,4,3,4,2,1,4,2,1,2
834,,,,2,0,1,2,0,0,0,4,2,4,4,4,2,0,1,2,3
835,,,,1,4,4,3,0,0,0,3,4,2,0,4,1,1,4,1,0
836,,,,2,1,4,0,2,2,2,2,0,3,4,4,2,3,1,1,1
837,,,,2,1,3,2,0,3,1,4,1,3,3,2,3,3,2,2,2
838,,,,4,1,1,0,2,2,4,4,4,0,2,4,4,1,2,2,2
839,,,,0,1,4,3,0,0,2,0,3,1,1,1,0,4,0,1,3
840,,,,0,0,3,4,1,1,3,1,3,1,1,2,4,2,0,1,4
841,,,,1,2,3,1,1,3,1,1,0,2,4,4,4,3,3,4,3
842,,,,0,0,2,4,3,3,0,3,2,1,1,0,3,4,2,3,3
843,,,,4,1,2,0,0,2,0,0,3,0,4,4,4,1,4,1,2
844,,,,2,1,2,2,3,0,3,4,2,3,1,1,2,1,4,0,2
845,,,,2,4,0,0,4,2,0,4,1,3,1,3,0,2,1,2,0
846,,,,3,4,0,1,0,0,1,3,2,0,1,1,4,1,4,3,1
847,,,,4,3,1,1,2,3,4,1,4,1,1,1,3,3,4,1,3
848,,,,1,4,1,4,4,4,1,0,1,2,4,2,0,0,2,2,2
849,,,,3,0,3,0,3,3,2,4,4,0,2,3,1,4,3,0,4
850,,,,3,1,4,0,3,2,0,1,4,0,0,2,2,0,3,0,0
851,,,,0,1,0,4,2,4,4,2,1,4,4,3,2,0,0,1,4
852,,,,4,1,3,2,3,1,3,2,2,0,3,3,0,4,2,1,3
853,,,,0,1,0,0,1,1,2,4,4,1,1,1,4,1,3,2,0
854,,,,1,2,3,3,4,0,1,1,4,1,2,2,0,4,3,3,1
855,,,,3,4,4,4,0,2,4,2,1,3,3,3,2,4,3,0,2
856,,,,3,0,0,3,1,2,4,3,3,3,3,3,4,1,0,1,2
857,,,,4,0,4,2,0,4,3,2,4,1,2,1,4,2,4,0,4
858,,,,1,2,0,0,2,2,3,2,0,4,4,4,3,2,2,1,1
859,,,,4,1,2,2,1,2,3,4,0,2,1,2,2,1,1,1,0
860,,,,1,2,1,1,2,2,0,4,3,4,2,1,4,3,0,4,2
861,,,,4,3,1,4,2,3,4,0,0,4,2,1,3,4,0,3,1
862,,,,1,2,3,3,4,3,2,1,1,4,0,4,0,0,2,3,2
863,,,,2,0,3,2,3,3,0,2,1,1,0,3,4,4,1,1,2
864,,,,3,1,0,4,1,4,3,2,2,4,1,3,2,1,2,4,3
865,,,,2,0,1,3,1,0,1,4,3,2,2,1,0,0,4,1,1
866,,,,4,1,4,0,2,2,3,0,3,4,2,2,3,0,1,3,2
867,,,,4,0,1,1,2,4,1,2,2,3,1,2,1,4,4,4,3
868,,,,0,3,0,1,4,1,4,2,3,4,1,1,0,4,0,3,2
869,,,,0,2,1,1,0,3,0,4,0,4,4,4,1,2,1,2,3
870,,,,3,4,3,2,1,1,0,1,0,3,2,4,3,4,0,4,4
871,,,,2,1,2,3,1,1,4,0,0,4,4,4,0,0,4,1,4
872,,,,2,0,0,4,0,1,0,0,3,2,3,0,0,0,1,1,2
873,,,,2,3,4,4,0,4,0,4,4,1,1,4,1,0,0,1,3
874,,,,0,1,3,0,3,0,2,2,2,0,0,2,2,2,1,3,1
875,,,,2,0,0,0,0,2,4,1,2,0,4,3,4,4,3,4,2
876,,,,3,0,4,2,1,1,2,0,2,4,1,2,0,2,2,3,3
877,,,,1,0,3,1,3,1,3,2,1,4,2,3,4,2,1,3,3
878,,,,3,2,4,3,3,1,4,1,3,0,2,4,0,0,4,4,3
879,,,,4,2,0,3,3,4,2,1,1,3,2,0,0,2,3,1,4
880,,,,2,1,1,0,3,4,2,2,4,3,2,2,1,4,3,2,3
881,,,,1,0,0,0,3,3,0,4,0,4,0,1,3,2,3,0,4
882,,,,1,2,0,3,0,0,3,2,3,3,0,1,0,2,0,1,1
883,,,,1,0,4,3,3,4,1,1,3,0,1,4,0,4,3,2,4
884,,,,0,3,4,2,0,1,1,3,3,3,4,0,4,1,4,1,2
885,,,,3,3,2,1,0,3,3,0,4,2,3,4,3,3,0,2,0
886,,,,0,4,2,3,2,0,1,4,3,0,0,3,4,4,4,1,1
887,,,,1,2,3,2,2,1,0,1,1,3,4,4,3,0,0,0,2
888,,,,3,1,0,2,2,4,4,1,1,1,3,4,4,4,0,1,0
889,,,,1,2,2,4,3,3,3,4,3,4,1,4,3,0,3,4,1
890,,,,2,4,2,1,3,1,1,3,0,4,2,4,0,3,1,4,4
891,,,,2,0,3,4,3,2,0,0,4,1,1,2,4,1,2,2,0
892,,,,3,3,2,3,0,0,0,1,2,1,1,0,1,0,4,1,3
893,,,,1,1,2,3,3,4,1,0,4,1,3,3,4,4,4,1,0
894,,,,3,0,1,3,0,4,2,3,0,2,3,3,1,3,4,0,0
895,,,,1,2,0,4,0,0,4,0,2,4,0,1,0,2,0,1,2
896,,,,2,2,4,4,0,0,4,2,0,3,4,3,4,3,1,4,2
897,,,,3,1,0,1,4,0,1,4,1,1,0,0,3,4,0,0,0
898,,,,0,1,3,2,1,4,4,3,2,0,2,4,3,2,3,1,2
899,,,,2,4,1,4,4,4,1,4,1,0,4,0,3,0,2,0,0
900,,,,3,0,4,4,1,4,2,0,3,1,1,2,4,0,0,1,3
901,,,,4,1,2,1,4,3,1,4,2,0,2,3,0,0,4,3,0
902,,,,2,2,2,0,4,4,0,2,1,3,1,1,4,1,2,3,1
903,,,,2,1,2,4,4,4,4,1,0,2,4,2,4,4,3,1,2
904,,,,4,1,1,1,3,3,0,0,2,0,3,2,0,4,1,0,0
905,,,,3,1,2,4,0,2,0,0,2,0,4,4,2,3,1,4,1
906,,,,0,2,2,3,2,2,1,1,2,1,0,1,1,1,3,0,4
907,,,,1,1,1,0,4,0,0,4,4,0,3,4,0,3,0,1,2
908,,,,4,2,3,1,1,4,0,3,1,3,0,4,3,3,0,1,4
909,,,,1,4,3,0,2,4,1,2,1,4,3,4,0,1,2,0,3
910,,,,4,0,0,3,2,4,2,2,4,0,4,0,2,2,1,1,4
911,,,,4,3,0,2,4,0,0,1,2,2,3,4,0,0,4,1,1
912,,,,3,1,1,1,0,4,2,1,4,4,3,0,0,4,3,1,2
913,,,,4,1,3,0,3,4,2,3,0,2,3,3,2,2,3,0,2
914,,,,1,2,3,4,1,1,4,3,2,4,1,4,2,0,2,3,3
915,,,,3,1,3,0,4,4,0,1,3,2,4,0,4,1,4,0,3
916,,,,2,0,0,4,4,1,4,0,4,0,2,0,2,2,2,4,2
917,,,,3,1,2,1,2,1,0,0,2,4,3,1,0,2,1,0,2
918,,,,0,4,4,1,3,2,4,0,3,1,1,0,3,3,0,2,2
919,,,,1,0,0,3,1,4,0,4,0,4,0,3,2,4,3,0,3
920,,,,2,4,0,1,0,3,0,2,0,3,2,2,1,1,1,4,2
921,,,,1,2,3,3,3,3,4,3,4,4,3,0,2,3,3,2,1
922,,,,1,0,4,0,1,0,0,3,1,2,0,4,3,0,3,3,3
923,,,,1,3,3,2,0,2,0,1,3,2,4,2,3,1,0,2,1
924,,,,0,3,2,4,2,4,3,2,4,0,4,1,3,4,3,4,4
925,,,,3,0,3,3,1,0,3,3,1,4,3,1,2,1,1,4,0
926,,,,4,0,1,4,2,1,0,4,4,0,0,1,3,2,0,4,2
927,,,,4,4,0,2,0,4,1,4,4,0,4,0,1,4,1,3,4
928,,,,2,2,1,3,3,3,1,1,3,1,2,1,0,3,3,3,4
929,,,,0,2,2,1,0,3,3,3,3,3,2,0,2,1,0,3,1
930,,,,2,3,2,1,4,2,1,0,4,3,2,0,3,4,1,1,0
931,,,,3,1,1,3,2,3,0,0,0,4,1,0,1,0,2,4,3
932,,,,0,0,1,0,3,3,2,0,4,4,4,0,1,4,1,2,2
933,,,,2,0,2,3,2,4,4,3,1,0,2,4,2,1,3,2,2
934,,,,0,1,4,1,3,0,1,0,3,3,0,1,4,3,3,4,2
935,,,,4,2,0,0,1,2,3,0,4,1,0,0,3,2,3,1,1
936,,,,3,1,1,0,1,0,4,3,4,0,4,0,1,1,1,4,2
937,,,,4,1,0,1,3,3,1,3,2,2,0,0,4,4,0,4,3
938,,,,0,4,3,3,2,0,4,2,3,4,2,4,0,0,3,0,3
939,,,,2,3,2,0,2,3,2,4,0,0,4,1,2,0,0,0,0
940,,,,3,2,3,0,0,0,1,3,1,4,2,0,3,0,3,4,2
941,,,,3,3,0,4,4,0,4,2,0,1,3,3,4,0,2,3,4
942,,,,4,4,2,3,0,3,2,1,3,0,2,3,2,0,2,2,2
943,,,,1,1,2,3,4,0,3,1,3,3,3,1,2,3,0,1,0
944,,,,4,2,1,2,2,4,4,0,1,0,3,1,2,3,4,3,4
945,,,,0,3,1,2,4,4,2,1,4,0,2,3,3,3,2,3,4
946,,,,0,1,2,4,2,4,0,4,2,0,4,2,1,2,3,4,4
947,,,,4,0,1,3,0,0,1,3,0,0,0,4,0,3,1,0,3
948,,,,3,0,4,3,4,4,0,0,2,3,4,3,0,2,0,4,3
949,,,,4,1,3,1,3,3,1,3,4,3,0,2,2,4,0,0,2
950,,,,1,1,4,3,1,4,1,3,3,4,3,0,4,0,1,4,0
951,,,,2,3,4,2,0,4,0,3,3,0,3,3,1,1,0,4,3
952,,,,3,1,4,4,0,2,3,1,2,3,2,3,3,3,2,1,4
953,,,,1,3,4,2,3,0,1,4,4,0,4,2,2,0,1,4,0
954,,,,3,0,3,2,1,0,2,2,3,1,3,3,1,1,0,4,3
955,,,,2,3,1,2,0,0,2,4,1,0,0,4,2,3,1,4,1
956,,,,4,2,2,2,0,1,2,0,0,1,4,4,0,0,1,1,1
957,,,,4,2,4,0,4,3,4,4,4,1,0,4,3,3,0,0,3
958,,,,3,2,4,2,4,0,0,4,1,4,2,2,2,1,3,0,4
959,,,,0,0,2,2,1,4,4,1,2,1,3,4,1,2,2,4,3
960,,,,1,1,4,2,1,1,2,3,2,0,1,4,1,4,2,0,0
961,,,,4,0,4,3,4,3,1,4,1,2,0,0,0,2,3,1,0
962,,,,3,3,1,0,4,2,4,2,3,0,4,3,0,0,4,3,4
963,,,,0,3,4,4,2,0,2,3,1,0,2,0,3,3,1,1,4
964,,,,4,4,0,0,3,3,2,2,3,1,3,4,2,1,4,3,3
965,,,,2,2,4,4,0,2,3,4,1,1,4,2,1,1,2,1,0
966,,,,0,3,2,4,2,4,1,2,1,0,4,1,3,2,4,3,1
967,,,,4,4,1,1,0,1,0,3,1,3,3,0,3,3,2,0,3
968,,,,1,4,2,0,1,0,2,0,3,3,4,2,3,1,3,3,1
969,,,,4,0,0,1,0,4,4,0,2,0,1,3,1,0,1,0,1
970,,,,4,2,0,2,1,2,2,2,3,2,0,0,1,0,4,4,2
971,,,,3,3,4,3,2,3,1,1,3,1,4,1,0,4,1,4,1
972,,,,3,3,1,0,1,4,0,0,1,0,4,2,4,4,4,4,1
973,,,,1,2,0,1,3,3,4,2,2,1,3,2,4,3,1,4,4
974,,,,1,3,2,1,2,0,2,4,3,1,0,1,2,2,3,2,3
975,,,,2,1,4,3,4,2,1,2,1,4,2,2,2,0,3,0,0
976,,,,0,4,0,2,3,4,4,1,0,2,0,4,1,1,2,2,4
977,,,,4,3,3,0,1,3,1,3,2,4,3,3,3,4,4,2,2
978,,,,1,1,3,0,4,2,1,3,1,3,4,0,0,1,1,1,4
979,,,,0,3,3,2,1,1,4,0,3,1,0,2,1,2,0,0,1
980,,,,1,2,3,1,1,1,1,3,1,0,0,2,2,2,0,2,4
981,,,,3,0,2,2,4,1,2,1,3,4,0,2,2,0,0,4,3
982,,,,0,0,4,2,1,3,3,0,1,2,3,1,0,3,3,2,3
983,,,,0,4,4,0,4,4,4,2,3,0,1,0,2,3,2,3,1
984,,,,1,4,4,2,3,2,1,2,3,1,2,0,2,0,3,3,3
985,,,,1,1,3,1,4,4,0,3,4,2,2,3,0,1,4,1,2
986,,,,4,4,0,2,0,0,3,0,0,3,1,4,2,1,1,4,3
987,,,,3,1,1,2,1,0,3,4,1,1,3,1,3,0,4,0,0
988,,,,4,2,1,0,4,2,2,4,4,0,0,2,1,4,4,4,0
989,,,,0,1,2,1,3,4,4,0,3,4,4,1,4,0,1,2,4
990,,,,2,1,4,4,2,4,4,1,4,4,4,0,0,0,1,0,0
991,,,,4,3,1,2,4,0,1,4,2,4,3,1,3,0,1,4,0
992,,,,4,2,3,0,2,3,3,4,3,3,3,0,1,2,0,1,2
993,,,,2,2,4,3,4,1,4,3,1,1,0,1,4,2,3,3,2
994,,,,2,4,2,2,4,4,1,2,0,0,2,3,1,0,3,2,0
995,,,,1,1,4,3,1,0,0,1,3,1,1,2,0,1,2,2,1
996,,,,3,4,3,4,3,2,3,0,2,4,4,1,2,2,4,3,2
997,,,,3,4,0,1,3,1,3,2,4,4,2,2,4,3,0,0,0
998,,,,1,0,4,3,2,1,1,2,2,4,0,4,3,1,1,1,3
999,,,,2,2,0,0,4,2,2,3,0,2,4,1,3,0,2,0,4
1000,,,,0,3,2,2,1,0,3,4,1,1,1,2,3,4,3,2,4
1001,,,,2,2,3,1,1,4,0,4,0,3,2,2,2,3,3,0,1
1002,,,,2,4,4,2,1,0,4,0,1,2,3,0,4,0,1,3,0
1003,,,,4,3,1,1,4,4,1,4,2,3,3,0,4,2,4,3,3
1004,,,,1,3,4,0,4,3,0,0,1,3,0,0,4,4,0,1,3
1005,,,,3,1,2,3,2,1,2,0,2,2,3,2,3,4,1,1,4
1006,,,,2,3,4,3,4,3,4,4,2,3,3,0,1,4,1,3,1
1007,,,,2,3,1,0,3,1,4,3,1,4,2,1,0,4,3,0,2
1008,,,,1,3,1,0,0,4,3,1,2,4,3,1,4,2,0,3,4
1009,,,,1,1,0,1,0,0,0,4,1,4,3,4,4,0,0,4,4
1010,,,,4,3,3,3,1,4,4,0,4,2,0,1,1,4,2,0,4
1011,,,,4,2,3,1,0,3,1,0,3,3,4,0,1,2,1,0,1
1012,,,,1,0,3,4,1,3,4,0,3,1,4,4,1,4,0,3,4
1013,,,,3,1,1,1,2,1,1,4,1,1,4,4,2,4,1,4,4
1014,,,,2,4,1,2,2,2,0,4,1,1,2,2,4,3,4,1,4
1015,,,,0,3,0,0,3,3,1,1,1,2,0,3,1,2,1,2,2
1016,,,,4,1,1,1,3,3,4,1,3,3,4,1,1,1,4,3,3
1017,,,,4,2,3,2,3,2,0,4,0,1,1,0,4,3,3,0,0
1018,,,,0,1,4,2,3,4,4,1,1,2,1,4,2,4,2,2,4
1019,,,,1,1,3,2,4,4,3,2,0,2,3,3,0,2,4,2,1
1020,,,,3,0,4,0,4,4,0,1,0,2,3,4,4,3,2,3,0
1021,,,,1,2,1,4,4,1,0,4,0,2,4,4,3,0,3,0,0
1022,,,,1,3,3,4,3,2,4,2,1,1,0,3,1,4,4,1,0
1023,,,,2,2,3,0,3,2,4,3,4,1,0,2,4,0,2,0,4
1024,,,,2,1,4,0,0,2,1,1,3,0,2,3,4,1,2,4,2
1025,,,,2,1,2,4,0,4,2,2,1,3,4,1,1,4,4,2,4
1026,,,,1,3,0,2,1,0,2,3,0,4,0,3,1,2,2,0,1
1027,,,,4,4,1,4,4,2,4,4,3,1,0,0,3,4,4,2,2
1028,,,,1,3,1,4,4,4,4,0,3,2,4,1,0,3,2,2,1
1029,,,,4,1,1,4,2,1,0,1,4,1,2,1,1,1,3,2,3
1030,,,,0,4,1,4,1,2,0,4,0,4,2,2,2,4,2,3,2
1031,,,,3,1,1,1,4,0,0,2,1,3,1,0,0,4,4,0,0
1032,,,,4,2,4,3,4,1,2,4,4,4,0,1,1,2,2,3,4
1033,,,,2,2,2,1,0,2,4,4,0,1,3,4,3,1,0,4,1
1034,,,,1,4,3,0,0,1,1,1,4,0,0,0,0,4,1,3,3
1035,,,,3,4,0,4,2,0,2,1,1,2,3,1,4,3,3,0,3
1036,,,,0,1,4,1,4,4,1,3,2,4,1,4,3,4,3,3,2
1037,,,,4,4,4,2,0,2,3,1,1,3,0,1,3,1,2,4,0
1038,,,,4,3,0,3,2,2,3,3,4,2,3,4,1,2,2,4,3
1039,,,,2,3,4,3,4,4,2,4,3,1,4,4,1,3,2,1,3
1040,,,,4,3,3,3,3,1,4,1,0,2,3,3,4,1,0,1,4
1041,,,,0,0,1,3,1,4,4,3,3,4,0,2,3,1,2,1,2
1042,,,,1,2,4,1,2,2,1,0,1,4,1,1,0,3,0,0,3
1043,,,,3,3,2,3,4,0,3,0,3,3,1,4,2,3,4,1,3
1044,,,,0,0,0,0,2,0,3,0,2,4,4,2,4,2,0,4,3
1045,,,,4,4,4,0,2,0,0,4,0,4,1,1,1,3,4,3,0
1046,,,,4,4,0,4,3,4,0,0,4,4,2,2,2,1,1,4,0
1047,,,,1,4,2,0,4,2,3,0,2,3,1,1,4,2,1,4,3
1048,,,,0,0,3,3,1,2,3,0,3,2,4,3,0,0,3,0,4
1049,,,,4,3,1,3,0,1,3,1,0,4,1,2,0,0,3,1,2
1050,,,,3,2,1,2,4,4,4,2,1,4,3,0,0,3,3,4,3
1051,,,,3,3,2,2,0,2,4,4,1,2,2,3,2,0,2,2,1
1052,,,,3,1,2,3,0,3,1,4,0,2,0,4,0,1,0,0,0
1053,,,,0,3,0,1,1,4,3,1,4,4,0,3,0,1,4,0,3
1054,,,,3,3,2,1,0,3,2,4,3,0,4,0,4,2,2,1,3
1055,,,,0,4,4,2,4,2,3,0,3,4,1,1,2,2,1,4,3
1056,,,,0,0,0,4,3,3,1,4,3,1,1,1,2,3,1,1,4
1057,,,,0,1,0,2,2,2,4,0,4,2,1,4,1,3,1,4,0
1058,,,,3,3,2,4,4,4,2,3,4,3,4,1,0,0,1,3,1
1059,,,,4,4,0,3,0,0,0,3,0,4,3,1,0,3,1,3,2
1060,,,,3,2,3,0,0,3,3,4,4,1,0,4,1,4,4,3,2
1061,,,,0,1,0,0,2,2,3,3,1,3,1,3,4,0,3,4,2
1062,,,,2,4,3,3,2,1,1,0,4,4,1,0,2,1,4,4,2
1063,,,,2,2,2,4,2,1,1,1,2,2,0,3,3,0,4,3,0
1064,,,,1,3,4,3,0,3,2,0,4,0,4,3,0,3,4,1,0
